latitude,longitude,elevation,utc_offset_seconds,timezone,timezone_abbreviation
40.738136,-74.04254,51.0,-14400,America/New_York,EDT

time,temperature_2m (°C),relative_humidity_2m (%),precipitation (mm),weather_code (wmo code),pressure_msl (hPa),cloud_cover (%),wind_speed_10m (km/h),is_day ()
2024-02-09T03:00,1.8,85,0.00,2,1022.2,76,8.9,0
2024-02-09T04:00,2.0,83,0.00,3,1022.3,90,9.3,0
2024-02-09T05:00,2.1,81,0.00,2,1022.7,67,5.6,0
2024-02-09T06:00,1.2,86,0.00,1,1022.5,34,7.9,0
2024-02-09T07:00,1.4,83,0.00,3,1021.8,84,6.8,0
2024-02-09T08:00,2.2,81,0.00,3,1021.6,85,8.3,1
2024-02-09T09:00,3.9,84,0.00,3,1021.7,82,10.5,1
2024-02-09T10:00,5.3,85,0.00,2,1021.7,62,10.1,1
2024-02-09T11:00,7.1,80,0.00,1,1021.2,28,12.3,1
2024-02-09T12:00,9.2,71,0.00,0,1020.7,0,11.4,1
2024-02-09T13:00,10.6,66,0.00,0,1018.9,11,13.3,1
2024-02-09T14:00,11.1,65,0.00,1,1018.1,36,14.9,1
2024-02-09T15:00,10.4,72,0.00,1,1017.2,40,14.7,1
2024-02-09T16:00,10.0,78,0.00,0,1016.5,2,14.5,1
2024-02-09T17:00,9.3,81,0.00,0,1016.2,0,12.7,1
2024-02-09T18:00,7.4,88,0.00,0,1015.8,0,8.9,1
2024-02-09T19:00,5.3,94,0.00,0,1015.5,18,8.4,0
2024-02-09T20:00,3.9,97,0.00,1,1015.6,21,10.9,0
2024-02-09T21:00,3.5,95,0.00,0,1015.6,14,10.5,0
2024-02-09T22:00,3.3,96,0.00,1,1014.9,27,10.3,0
2024-02-09T23:00,3.5,95,0.00,1,1015.0,27,8.3,0
2024-02-10T00:00,3.2,92,0.00,1,1014.7,29,9.8,0
2024-02-10T01:00,3.7,89,0.00,1,1014.4,30,8.6,0
2024-02-10T02:00,3.8,88,0.00,1,1013.9,30,8.4,0
2024-02-10T03:00,3.4,90,0.00,1,1013.5,28,9.0,0
2024-02-10T04:00,2.7,91,0.00,1,1012.8,30,10.6,0
2024-02-10T05:00,2.1,92,0.00,1,1012.5,29,10.5,0
2024-02-10T06:00,1.6,93,0.00,1,1012.4,30,10.9,0
2024-02-10T07:00,1.8,93,0.00,1,1012.6,30,7.8,0
2024-02-10T08:00,2.1,92,0.00,1,1012.4,30,8.4,1
2024-02-10T09:00,4.1,86,0.00,1,1012.8,30,10.3,1
2024-02-10T10:00,6.8,81,0.00,1,1012.4,33,8.9,1
2024-02-10T11:00,9.9,73,0.00,1,1011.9,49,7.7,1
2024-02-10T12:00,12.3,68,0.00,2,1011.7,51,11.0,1
2024-02-10T13:00,13.6,64,0.00,3,1011.0,88,14.3,1
2024-02-10T14:00,14.0,66,0.00,1,1009.7,31,13.5,1
2024-02-10T15:00,15.6,62,0.00,2,1009.1,53,16.6,1
2024-02-10T16:00,15.2,65,0.00,1,1008.6,31,14.1,1
2024-02-10T17:00,14.8,68,0.00,1,1008.4,33,15.3,1
2024-02-10T18:00,13.4,73,0.00,1,1008.4,36,11.5,1
2024-02-10T19:00,11.0,85,0.00,1,1008.9,37,10.2,0
2024-02-10T20:00,10.2,88,0.00,1,1009.4,35,10.5,0
2024-02-10T21:00,9.8,89,0.10,51,1009.8,48,8.0,0
2024-02-10T22:00,9.3,91,0.00,1,1010.3,31,8.4,0
2024-02-10T23:00,8.9,92,0.00,1,1010.2,30,8.7,0
2024-02-11T00:00,7.3,94,0.00,1,1010.3,30,10.2,0
2024-02-11T01:00,6.0,96,0.00,1,1010.6,30,10.8,0
2024-02-11T02:00,5.8,97,0.00,1,1010.9,30,8.3,0
2024-02-11T03:00,6.6,93,0.00,2,1011.3,52,8.9,0
2024-02-11T04:00,6.7,91,0.00,1,1012.0,32,11.5,0
2024-02-11T05:00,6.3,89,0.00,1,1012.0,30,14.7,0
2024-02-11T06:00,4.9,85,0.00,1,1012.7,30,14.3,0
2024-02-11T07:00,4.1,83,0.00,1,1013.1,30,12.7,0
2024-02-11T08:00,3.4,81,0.00,1,1013.4,32,11.4,1
2024-02-11T09:00,5.1,76,0.00,1,1014.1,32,11.8,1
2024-02-11T10:00,6.5,72,0.00,1,1014.2,34,10.5,1
2024-02-11T11:00,7.6,63,0.00,2,1014.6,64,15.6,1
2024-02-11T12:00,7.9,60,0.00,1,1014.0,34,14.0,1
2024-02-11T13:00,8.4,57,0.00,2,1013.4,72,12.4,1
2024-02-11T14:00,8.6,57,0.00,3,1012.7,89,10.7,1
2024-02-11T15:00,8.8,57,0.00,3,1012.4,90,10.2,1
2024-02-11T16:00,8.7,57,0.00,3,1012.3,90,10.2,1
2024-02-11T17:00,8.7,57,0.00,2,1012.1,68,8.9,1
2024-02-11T18:00,8.0,61,0.00,2,1012.2,60,6.6,1
2024-02-11T19:00,7.0,66,0.00,2,1013.1,60,5.6,0
2024-02-11T20:00,6.6,68,0.00,2,1013.1,60,5.5,0
2024-02-11T21:00,5.5,64,0.00,2,1012.9,56,6.6,0
2024-02-11T22:00,5.4,64,0.00,2,1013.0,60,7.5,0
2024-02-11T23:00,5.2,64,0.00,2,1013.4,60,8.5,0
2024-02-12T00:00,5.0,64,0.00,2,1013.3,62,9.5,0
2024-02-12T01:00,4.4,64,0.00,1,1013.6,50,11.3,0
2024-02-12T02:00,3.5,67,0.00,1,1014.0,23,10.1,0
2024-02-12T03:00,2.2,72,0.00,1,1013.8,31,8.5,0
2024-02-12T04:00,-0.3,85,0.00,1,1013.1,32,6.3,0
2024-02-12T05:00,-0.9,88,0.00,1,1013.4,30,7.5,0
2024-02-12T06:00,-1.4,90,0.00,1,1013.7,30,5.8,0
2024-02-12T07:00,-2.0,91,0.00,1,1014.4,31,5.7,0
2024-02-12T08:00,-1.8,90,0.00,1,1014.6,31,6.5,1
2024-02-12T09:00,0.4,80,0.00,2,1014.5,55,7.7,1
2024-02-12T10:00,2.2,73,0.00,1,1014.5,31,6.2,1
2024-02-12T11:00,4.1,67,0.00,1,1014.7,50,5.4,1
2024-02-12T12:00,5.9,61,0.00,1,1013.8,30,4.0,1
2024-02-12T13:00,7.4,57,0.00,1,1012.6,32,4.1,1
2024-02-12T14:00,8.3,56,0.00,1,1011.5,32,2.2,1
2024-02-12T15:00,8.9,55,0.00,1,1011.0,31,5.5,1
2024-02-12T16:00,8.6,58,0.00,1,1010.4,32,7.9,1
2024-02-12T17:00,7.4,64,0.00,2,1010.1,78,9.9,1
2024-02-12T18:00,5.9,68,0.00,2,1010.3,73,9.5,1
2024-02-12T19:00,5.0,70,0.00,3,1010.3,90,7.9,0
2024-02-12T20:00,4.9,70,0.00,3,1009.6,86,8.2,0
2024-02-12T21:00,3.8,85,0.00,3,1010.2,87,5.1,0
2024-02-12T22:00,4.0,82,0.00,3,1010.5,90,6.3,0
2024-02-12T23:00,3.8,73,0.10,51,1009.4,90,9.0,0
2024-02-13T00:00,3.2,71,0.00,3,1008.4,90,11.6,0
2024-02-13T01:00,2.4,76,0.10,51,1007.3,92,10.2,0
2024-02-13T02:00,1.7,79,3.50,75,1006.3,100,13.0,0
2024-02-13T03:00,1.3,82,1.70,75,1004.9,100,16.3,0
2024-02-13T04:00,0.9,84,0.90,73,1004.3,100,15.4,0
2024-02-13T05:00,0.0,92,2.10,75,1003.1,100,15.7,0
2024-02-13T06:00,-0.1,93,1.70,75,1002.1,100,20.1,0
2024-02-13T07:00,-0.3,93,2.10,75,1000.3,100,21.7,0
2024-02-13T08:00,-0.4,94,2.40,75,999.6,100,22.5,1
2024-02-13T09:00,0.1,93,2.50,75,998.4,100,22.8,1
2024-02-13T10:00,0.1,94,2.90,75,998.9,100,19.3,1
2024-02-13T11:00,0.2,94,3.10,75,998.0,100,25.1,1
2024-02-13T12:00,0.3,93,2.30,75,999.3,100,20.4,1
2024-02-13T13:00,0.4,89,1.80,75,999.9,96,25.6,1
2024-02-13T14:00,1.3,83,0.60,73,1001.1,100,23.7,1
2024-02-13T15:00,2.4,74,0.00,3,1001.6,88,20.1,1
2024-02-13T16:00,3.0,70,0.00,1,1002.9,29,12.8,1
2024-02-13T17:00,2.6,71,0.00,0,1003.5,5,7.9,1
2024-02-13T18:00,-1.0,73,0.00,0,1004.5,11,14.4,1
2024-02-13T19:00,0.6,66,0.00,0,1006.0,2,13.9,0
2024-02-13T20:00,0.6,67,0.00,0,1007.3,0,16.3,0
2024-02-13T21:00,-0.0,73,0.00,0,1008.4,0,14.5,0
2024-02-13T22:00,-0.8,77,0.00,0,1009.3,0,12.3,0
2024-02-13T23:00,-1.5,80,0.00,0,1009.6,1,12.3,0
2024-02-14T00:00,-1.8,81,0.00,0,1009.7,9,12.8,0
2024-02-14T01:00,-2.3,82,0.00,0,1010.3,0,13.8,0
2024-02-14T02:00,-2.0,79,0.00,0,1011.0,13,16.9,0
2024-02-14T03:00,-2.0,78,0.00,2,1011.5,58,16.9,0
2024-02-14T04:00,-2.1,78,0.00,1,1011.9,21,18.2,0
2024-02-14T05:00,-2.7,71,0.00,0,1012.5,11,21.8,0
2024-02-14T06:00,-3.6,72,0.00,0,1013.4,16,21.9,0
2024-02-14T07:00,-4.1,72,0.00,1,1014.2,38,20.5,0
2024-02-14T08:00,-4.5,72,0.00,0,1015.3,1,19.8,1
2024-02-14T09:00,-3.0,62,0.00,0,1016.3,0,18.4,1
2024-02-14T10:00,-2.5,56,0.00,0,1016.8,0,21.1,1
2024-02-14T11:00,-2.2,52,0.00,0,1017.4,1,24.5,1
2024-02-14T12:00,-1.6,51,0.00,0,1017.5,15,24.9,1
2024-02-14T13:00,-1.1,50,0.00,0,1017.4,10,25.2,1
2024-02-14T14:00,-0.5,47,0.00,0,1017.0,16,25.7,1
2024-02-14T15:00,0.1,43,0.00,0,1016.6,0,23.7,1
2024-02-14T16:00,0.1,44,0.00,0,1016.9,0,21.9,1
2024-02-14T17:00,-0.1,48,0.00,0,1017.5,0,18.8,1
2024-02-14T18:00,-1.1,50,0.00,0,1018.1,0,17.0,1
2024-02-14T19:00,-2.4,54,0.00,0,1019.4,0,14.8,0
2024-02-14T20:00,-3.6,59,0.00,0,1020.4,0,13.0,0
2024-02-14T21:00,-2.8,50,0.00,0,1020.3,0,14.0,0
2024-02-14T22:00,-3.1,52,0.00,0,1020.6,0,16.8,0
2024-02-14T23:00,-2.7,50,0.00,0,1020.7,0,20.5,0
2024-02-15T00:00,-2.9,51,0.00,0,1021.1,0,22.3,0
2024-02-15T01:00,-3.4,54,0.00,0,1021.4,0,22.0,0
2024-02-15T02:00,-3.9,57,0.00,0,1021.6,0,20.1,0
2024-02-15T03:00,-4.2,60,0.00,0,1022.0,0,19.1,0
2024-02-15T04:00,-4.5,63,0.00,0,1022.0,0,17.2,0
2024-02-15T05:00,-4.7,64,0.00,0,1022.0,0,16.0,0
2024-02-15T06:00,-5.0,67,0.00,0,1022.4,0,10.9,0
2024-02-15T07:00,-5.5,70,0.00,0,1022.8,3,7.9,0
2024-02-15T08:00,-5.6,71,0.00,0,1023.0,4,7.9,1
2024-02-15T09:00,-3.7,61,0.00,0,1023.5,2,12.1,1
2024-02-15T10:00,-1.6,48,0.00,0,1023.3,3,11.5,1
2024-02-15T11:00,-0.0,38,0.00,0,1023.2,1,7.9,1
2024-02-15T12:00,1.1,38,0.00,1,1022.9,30,6.2,1
2024-02-15T13:00,2.1,36,0.00,2,1021.6,70,5.8,1
2024-02-15T14:00,2.6,37,0.00,3,1019.6,90,7.5,1
2024-02-15T15:00,2.6,40,0.00,3,1017.5,89,11.9,1
2024-02-15T16:00,2.4,40,0.00,3,1016.0,90,15.5,1
2024-02-15T17:00,2.3,45,0.00,3,1014.6,89,16.3,1
2024-02-15T18:00,1.9,51,0.00,2,1013.0,78,12.8,1
2024-02-15T19:00,0.9,60,0.00,2,1012.1,71,15.5,0
2024-02-15T20:00,0.8,69,0.00,1,1011.2,35,20.6,0
2024-02-15T21:00,0.3,69,0.20,71,1011.5,51,15.8,0
2024-02-15T22:00,-0.3,71,0.00,0,1010.0,4,14.2,0
2024-02-15T23:00,-1.0,75,0.00,0,1008.9,8,13.3,0
2024-02-16T00:00,-0.5,75,0.00,0,1008.1,8,18.3,0
2024-02-16T01:00,-0.1,78,0.00,1,1007.4,27,20.2,0
2024-02-16T02:00,0.5,78,0.00,1,1007.3,23,20.6,0
2024-02-16T03:00,1.4,71,0.00,1,1007.4,34,23.4,0
2024-02-16T04:00,1.3,63,0.00,0,1008.0,13,24.9,0
2024-02-16T05:00,0.4,61,0.00,0,1008.9,2,24.6,0
2024-02-16T06:00,-0.8,63,0.00,0,1009.7,0,23.6,0
2024-02-16T07:00,-1.6,61,0.00,0,1010.4,0,23.5,0
2024-02-16T08:00,-2.2,60,0.00,0,1011.3,0,23.4,1
2024-02-16T09:00,0.4,50,0.00,0,1012.4,0,22.4,1
2024-02-16T10:00,1.7,45,0.00,0,1012.5,0,25.1,1
2024-02-16T11:00,2.4,41,0.00,0,1012.6,2,30.3,1
2024-02-16T12:00,3.4,37,0.00,1,1013.3,29,31.2,1
2024-02-16T13:00,4.3,33,0.00,1,1013.1,26,28.3,1
2024-02-16T14:00,4.5,33,0.00,0,1013.2,0,26.0,1
2024-02-16T15:00,4.8,32,0.00,0,1012.7,0,21.7,1
2024-02-16T16:00,4.8,32,0.00,0,1012.8,0,19.5,1
2024-02-16T17:00,4.6,32,0.00,0,1013.4,7,19.5,1
2024-02-16T18:00,3.0,42,0.00,0,1013.5,3,7.9,1
2024-02-16T19:00,-0.6,54,0.00,1,1014.0,20,10.1,0
2024-02-16T20:00,-1.6,58,0.00,3,1014.3,90,8.4,0
2024-02-16T21:00,-1.5,68,0.00,2,1013.9,74,8.0,0
2024-02-16T22:00,-1.4,69,0.00,3,1013.6,90,5.3,0
2024-02-16T23:00,-1.6,76,0.00,3,1013.3,90,4.4,0
2024-02-17T00:00,-1.4,71,0.10,71,1012.4,90,5.9,0
2024-02-17T01:00,-1.5,73,0.20,71,1012.4,90,6.1,0
2024-02-17T02:00,-1.6,77,0.50,73,1011.9,90,7.2,0
2024-02-17T03:00,-1.9,85,0.80,73,1011.0,97,8.9,0
2024-02-17T04:00,-2.1,90,0.80,73,1010.3,100,8.2,0
2024-02-17T05:00,-2.3,92,1.20,75,1009.3,100,7.1,0
2024-02-17T06:00,-2.2,91,0.80,73,1008.6,100,9.5,0
2024-02-17T07:00,-1.7,92,0.50,73,1007.6,100,8.6,0
2024-02-17T08:00,-1.7,93,0.30,73,1007.6,100,9.0,1
2024-02-17T09:00,-1.6,94,0.30,73,1008.3,100,8.1,1
2024-02-17T10:00,-0.9,91,0.10,71,1008.5,100,8.9,1
2024-02-17T11:00,0.0,84,0.00,3,1008.3,100,9.2,1
2024-02-17T12:00,0.8,76,0.10,71,1008.0,44,11.0,1
2024-02-17T13:00,1.3,67,0.10,71,1007.2,26,15.5,1
2024-02-17T14:00,2.0,57,0.10,71,1006.6,84,18.9,1
2024-02-17T15:00,1.7,49,0.00,0,1006.5,2,21.7,1
2024-02-17T16:00,1.5,49,0.00,1,1006.9,46,20.4,1
2024-02-17T17:00,0.7,49,0.00,0,1007.6,2,17.9,1
2024-02-17T18:00,-0.6,52,0.00,0,1008.4,2,15.6,1
2024-02-17T19:00,-2.0,57,0.00,0,1009.5,3,14.9,0
2024-02-17T20:00,-2.9,61,0.00,0,1010.7,0,14.5,0
2024-02-17T21:00,-3.3,53,0.00,0,1012.0,0,13.4,0
2024-02-17T22:00,-4.2,55,0.00,0,1012.7,0,11.2,0
2024-02-17T23:00,-4.8,60,0.00,0,1013.2,0,11.6,0
2024-02-18T00:00,-5.4,65,0.00,0,1013.5,0,10.1,0
2024-02-18T01:00,-5.9,69,0.00,0,1013.8,0,8.4,0
2024-02-18T02:00,-6.3,72,0.00,0,1013.6,0,7.2,0
2024-02-18T03:00,-6.4,71,0.00,0,1014.2,0,10.0,0
2024-02-18T04:00,-6.5,73,0.00,0,1014.3,0,12.5,0
2024-02-18T05:00,-6.5,74,0.00,0,1014.1,2,12.7,0
2024-02-18T06:00,-6.5,74,0.00,0,1014.2,5,13.1,0
2024-02-18T07:00,-6.4,70,0.00,0,1014.1,6,13.5,0
2024-02-18T08:00,-6.2,68,0.00,0,1014.2,0,14.8,1
2024-02-18T09:00,-4.9,74,0.00,0,1013.4,0,15.0,1
2024-02-18T10:00,-3.3,61,0.00,0,1013.3,0,21.9,1
2024-02-18T11:00,-2.0,52,0.00,0,1012.6,0,23.0,1
2024-02-18T12:00,-0.6,49,0.00,0,1011.9,0,22.7,1
2024-02-18T13:00,2.2,34,0.00,0,1010.7,0,26.8,1
2024-02-18T14:00,3.3,36,0.00,0,1009.3,0,29.4,1
2024-02-18T15:00,4.3,36,0.00,0,1008.4,0,27.9,1
2024-02-18T16:00,4.7,36,0.00,0,1007.7,0,25.6,1
2024-02-18T17:00,4.4,39,0.00,0,1008.0,0,20.7,1
2024-02-18T18:00,2.8,42,0.00,0,1008.6,0,17.3,1
2024-02-18T19:00,0.9,46,0.00,0,1009.4,0,15.5,0
2024-02-18T20:00,-0.0,50,0.00,0,1010.2,0,14.2,0
2024-02-18T21:00,-2.3,61,0.00,0,1010.5,0,8.4,0
2024-02-18T22:00,-2.6,66,0.00,0,1011.6,0,9.7,0
2024-02-18T23:00,-2.3,65,0.00,0,1012.5,0,13.2,0
2024-02-19T00:00,-2.4,65,0.00,0,1013.1,0,11.5,0
2024-02-19T01:00,-1.7,61,0.00,0,1013.9,0,13.0,0
2024-02-19T02:00,-1.5,59,0.00,0,1014.6,0,14.3,0
2024-02-19T03:00,-2.0,60,0.00,0,1015.3,0,13.2,0
2024-02-19T04:00,-2.9,64,0.00,0,1015.6,0,10.8,0
2024-02-19T05:00,-3.5,68,0.00,0,1016.0,1,10.4,0
2024-02-19T06:00,-3.9,71,0.00,0,1017.0,2,9.7,0
2024-02-19T07:00,-4.2,74,0.00,0,1018.4,4,8.8,0
2024-02-19T08:00,-4.3,76,0.00,0,1019.7,0,8.6,1
2024-02-19T09:00,-1.4,61,0.00,0,1020.1,0,11.3,1
2024-02-19T10:00,1.6,38,0.00,0,1020.8,0,20.7,1
2024-02-19T11:00,2.2,37,0.00,0,1021.4,0,20.8,1
2024-02-19T12:00,2.8,39,0.00,0,1022.0,0,18.0,1
2024-02-19T13:00,3.4,36,0.00,0,1022.4,0,16.0,1
2024-02-19T14:00,3.6,32,0.00,0,1021.9,0,15.6,1
2024-02-19T15:00,3.8,30,0.00,0,1021.8,0,15.5,1
2024-02-19T16:00,3.9,29,0.00,0,1021.7,0,13.9,1
2024-02-19T17:00,3.5,28,0.00,0,1022.2,0,13.0,1
2024-02-19T18:00,1.9,39,0.00,0,1023.3,0,6.5,1
2024-02-19T19:00,-1.9,50,0.00,0,1024.3,0,10.0,0
2024-02-19T20:00,-1.8,45,0.00,0,1025.3,0,10.5,0
2024-02-19T21:00,-2.8,53,0.00,0,1025.9,0,8.6,0
2024-02-19T22:00,-2.9,52,0.00,0,1026.8,0,12.8,0
2024-02-19T23:00,-3.1,51,0.00,0,1027.6,0,13.4,0
2024-02-20T00:00,-3.9,55,0.00,0,1028.2,0,12.6,0
2024-02-20T01:00,-4.8,60,0.00,0,1028.9,0,9.4,0
2024-02-20T02:00,-5.4,62,0.00,0,1029.3,0,9.9,0
2024-02-20T03:00,-5.6,60,0.00,0,1029.5,0,10.7,0
2024-02-20T04:00,-5.9,59,0.00,0,1029.7,0,11.6,0
2024-02-20T05:00,-6.2,58,0.00,0,1029.9,0,13.1,0
2024-02-20T06:00,-6.4,56,0.00,0,1030.4,0,12.5,0
2024-02-20T07:00,-6.6,55,0.00,0,1031.1,0,10.9,0
2024-02-20T08:00,-6.7,56,0.00,0,1032.0,0,10.0,1
2024-02-20T09:00,-4.7,48,0.00,0,1032.8,0,9.3,1
2024-02-20T10:00,-2.7,39,0.00,0,1033.6,0,9.0,1
2024-02-20T11:00,-0.7,33,0.00,0,1034.0,0,7.5,1
2024-02-20T12:00,0.7,31,0.00,0,1034.0,0,6.8,1
2024-02-20T13:00,1.4,37,0.00,0,1033.4,0,4.7,1
2024-02-20T14:00,1.9,39,0.00,0,1032.7,0,3.8,1
2024-02-20T15:00,2.1,41,0.00,0,1032.0,0,4.0,1
2024-02-20T16:00,2.1,43,0.00,0,1031.7,0,6.2,1
2024-02-20T17:00,1.4,46,0.00,0,1031.8,1,10.0,1
2024-02-20T18:00,-0.1,51,0.00,0,1032.0,8,10.6,1
2024-02-20T19:00,-2.6,65,0.00,0,1032.4,0,7.4,0
2024-02-20T20:00,-4.0,76,0.00,0,1032.8,0,10.2,0
2024-02-20T21:00,-4.2,75,0.00,0,1032.6,0,9.7,0
2024-02-20T22:00,-4.5,78,0.00,0,1032.8,13,9.8,0
2024-02-20T23:00,-4.5,78,0.00,0,1033.0,11,8.7,0
2024-02-21T00:00,-4.8,79,0.00,0,1033.0,6,8.1,0
2024-02-21T01:00,-5.3,81,0.00,0,1033.0,10,7.1,0
2024-02-21T02:00,-5.4,83,0.00,1,1032.7,26,4.9,0
2024-02-21T03:00,-5.5,85,0.00,1,1032.4,30,5.1,0
2024-02-21T04:00,-5.7,86,0.00,1,1032.1,30,5.4,0
2024-02-21T05:00,-5.8,86,0.00,1,1031.9,30,5.7,0
2024-02-21T06:00,-5.6,85,0.00,0,1032.0,1,6.3,0
2024-02-21T07:00,-5.4,84,0.00,0,1032.1,5,7.4,0
2024-02-21T08:00,-5.0,82,0.00,0,1032.2,14,7.6,1
2024-02-21T09:00,-2.0,72,0.00,1,1033.0,38,8.6,1
2024-02-21T10:00,1.1,60,0.00,3,1033.1,83,8.7,1
2024-02-21T11:00,3.1,53,0.00,3,1033.0,99,12.4,1
2024-02-21T12:00,3.6,52,0.00,3,1032.5,90,14.6,1
2024-02-21T13:00,3.8,54,0.00,3,1031.0,97,13.8,1
2024-02-21T14:00,4.1,54,0.00,3,1029.8,100,13.2,1
2024-02-21T15:00,4.3,53,0.00,3,1028.7,92,13.6,1
2024-02-21T16:00,4.0,54,0.00,3,1027.8,82,14.5,1
2024-02-21T17:00,3.2,59,0.00,1,1027.7,36,15.0,1
2024-02-21T18:00,2.3,63,0.00,1,1027.5,35,11.5,1
2024-02-21T19:00,-0.8,80,0.00,1,1027.4,43,8.6,0
2024-02-21T20:00,-1.8,84,0.00,1,1027.3,40,9.8,0
2024-02-21T21:00,-3.2,86,0.00,1,1027.1,24,10.9,0
2024-02-21T22:00,-3.1,87,0.00,1,1026.9,24,9.4,0
2024-02-21T23:00,-3.0,88,0.00,1,1026.3,35,9.8,0
2024-02-22T00:00,-2.4,86,0.00,1,1025.5,27,6.8,0
2024-02-22T01:00,-1.2,83,0.00,0,1024.6,0,3.1,0
2024-02-22T02:00,-3.2,89,0.00,0,1023.8,0,2.2,0
2024-02-22T03:00,-4.2,93,0.00,0,1023.3,0,3.5,0
2024-02-22T04:00,-4.9,96,0.00,0,1022.4,9,4.3,0
2024-02-22T05:00,-5.3,98,0.00,3,1021.5,88,2.8,0
2024-02-22T06:00,-4.9,99,0.00,3,1021.3,96,0.8,0
2024-02-22T07:00,-5.3,98,0.00,3,1020.9,100,2.3,0
2024-02-22T08:00,-5.3,98,0.00,3,1020.4,100,4.8,1
2024-02-22T09:00,-1.6,90,0.00,1,1020.0,38,6.6,1
2024-02-22T10:00,1.6,76,0.00,0,1019.1,13,7.8,1
2024-02-22T11:00,3.6,63,0.00,0,1018.3,3,12.8,1
2024-02-22T12:00,4.8,60,0.00,0,1017.2,1,16.3,1
2024-02-22T13:00,6.0,59,0.00,1,1016.3,39,16.2,1
2024-02-22T14:00,6.6,59,0.00,2,1014.4,53,16.9,1
2024-02-22T15:00,6.5,64,0.00,1,1012.7,49,18.8,1
2024-02-22T16:00,5.3,72,0.00,3,1011.4,89,19.8,1
2024-02-22T17:00,4.8,76,0.00,3,1010.5,90,19.8,1
2024-02-22T18:00,3.5,84,0.00,3,1010.1,88,17.1,1
2024-02-22T19:00,3.5,86,0.00,3,1009.7,90,15.3,0
2024-02-22T20:00,3.7,86,0.00,3,1009.4,90,16.0,0
2024-02-22T21:00,2.5,95,0.10,51,1009.3,99,14.0,0
2024-02-22T22:00,2.6,96,0.10,51,1009.0,100,10.8,0
2024-02-22T23:00,2.6,97,0.10,51,1007.5,100,9.3,0
2024-02-23T00:00,2.6,97,0.10,51,1006.3,100,8.3,0
2024-02-23T01:00,2.6,97,0.80,53,1005.4,100,7.9,0
2024-02-23T02:00,2.6,97,0.80,53,1004.8,100,5.2,0
2024-02-23T03:00,2.7,97,0.20,51,1003.4,97,4.4,0
2024-02-23T04:00,2.6,98,0.10,51,1001.9,90,3.8,0
2024-02-23T05:00,2.3,99,0.40,51,1000.9,100,4.2,0
2024-02-23T06:00,2.0,99,0.40,51,1000.9,100,4.3,0
2024-02-23T07:00,1.8,100,0.10,51,1000.8,92,5.4,0
2024-02-23T08:00,1.1,100,0.00,3,1000.9,100,7.9,1
2024-02-23T09:00,2.8,98,0.00,3,1000.4,94,12.8,1
2024-02-23T10:00,4.5,96,0.00,3,1000.3,100,9.8,1
2024-02-23T11:00,5.2,91,0.00,3,999.9,100,9.3,1
2024-02-23T12:00,6.1,87,0.00,3,999.4,91,7.6,1
2024-02-23T13:00,7.5,81,0.00,3,999.2,100,8.8,1
2024-02-23T14:00,7.9,79,0.00,3,998.6,100,12.7,1
2024-02-23T15:00,8.0,79,0.00,3,998.1,100,10.2,1
2024-02-23T16:00,6.9,83,0.10,51,997.7,100,12.5,1
2024-02-23T17:00,6.8,82,0.10,51,997.3,100,12.1,1
2024-02-23T18:00,6.6,84,0.00,3,997.4,90,5.8,1
2024-02-23T19:00,4.9,91,0.00,3,997.8,90,6.9,0
2024-02-23T20:00,5.3,88,0.00,2,997.7,80,6.1,0
2024-02-23T21:00,4.1,93,0.00,3,998.2,90,6.6,0
2024-02-23T22:00,3.4,93,0.00,3,998.4,87,7.7,0
2024-02-23T23:00,2.6,93,0.00,1,998.5,49,7.9,0
2024-02-24T00:00,1.6,94,0.00,1,998.1,30,7.3,0
2024-02-24T01:00,1.5,93,0.00,1,998.4,30,8.7,0
2024-02-24T02:00,1.6,88,0.00,1,998.8,30,10.2,0
2024-02-24T03:00,1.8,85,0.00,1,999.2,32,13.8,0
2024-02-24T04:00,1.8,84,0.00,0,999.8,7,16.1,0
2024-02-24T05:00,1.1,87,0.00,0,1000.0,2,17.6,0
2024-02-24T06:00,0.6,90,0.00,2,1000.9,66,19.3,0
2024-02-24T07:00,0.5,89,0.00,3,1001.6,100,19.1,0
2024-02-24T08:00,1.1,86,0.00,3,1002.6,100,18.2,1
2024-02-24T09:00,3.5,76,0.00,2,1003.2,68,18.1,1
2024-02-24T10:00,3.8,66,0.00,2,1004.3,59,18.6,1
2024-02-24T11:00,3.8,55,0.00,2,1004.9,60,21.4,1
2024-02-24T12:00,3.7,46,0.00,2,1005.5,60,21.4,1
2024-02-24T13:00,4.7,35,0.00,0,1005.9,17,21.3,1
2024-02-24T14:00,5.2,29,0.00,0,1006.0,18,21.4,1
2024-02-24T15:00,5.3,27,0.00,0,1006.3,9,20.4,1
2024-02-24T16:00,5.2,24,0.00,0,1006.9,14,20.1,1
2024-02-24T17:00,4.5,23,0.00,0,1007.6,3,18.7,1
2024-02-24T18:00,3.3,25,0.00,0,1009.1,0,15.2,1
2024-02-24T19:00,0.7,30,0.00,0,1010.8,0,13.0,0
2024-02-24T20:00,-0.8,29,0.00,0,1012.4,0,16.4,0
2024-02-24T21:00,-0.9,28,0.00,0,1013.0,0,17.8,0
2024-02-24T22:00,-1.9,31,0.00,0,1014.4,0,16.2,0
2024-02-24T23:00,-3.1,36,0.00,0,1015.3,0,13.6,0
